country_id,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
USA,26.45028,-81.25478,333.04,1.06,1.03,2025-01-10,1942,Aqua,MODIS,87,6.1NRT,295.2,32.98,D
USA,26.5004,-80.8782,347.38,1.09,1.04,2025-01-10,1942,Aqua,MODIS,95,6.1NRT,299.14,58.39,D
USA,26.5018,-80.86758,318.61,1.09,1.04,2025-01-10,1942,Aqua,MODIS,59,6.1NRT,295.47,12.7,D
USA,26.50814,-80.89034,354.87,1.09,1.04,2025-01-10,1942,Aqua,MODIS,98,6.1NRT,299.99,75.33,D
USA,26.50954,-80.87971,423.76,1.09,1.04,2025-01-10,1942,Aqua,MODIS,100,6.1NRT,307.76,477.04,D
USA,26.51094,-80.86909,316.54,1.09,1.04,2025-01-10,1942,Aqua,MODIS,39,6.1NRT,295.9,10.44,D
USA,26.62465,-81.32817,308.27,1.05,1.02,2025-01-10,1942,Aqua,MODIS,41,6.1NRT,294.16,5.68,D
USA,26.63227,-81.34,309.79,1.05,1.02,2025-01-10,1942,Aqua,MODIS,55,6.1NRT,294.23,6.7,D
USA,26.63366,-81.3297,309.58,1.05,1.02,2025-01-10,1942,Aqua,MODIS,58,6.1NRT,294.17,6.43,D
USA,27.32081,-81.36275,306.99,1.06,1.03,2025-01-10,1942,Aqua,MODIS,0,6.1NRT,291.11,5.55,D
USA,27.49479,-81.23209,320.3,1.08,1.04,2025-01-10,1942,Aqua,MODIS,79,6.1NRT,294.62,17.07,D
USA,27.49621,-81.22146,318.95,1.08,1.04,2025-01-10,1942,Aqua,MODIS,78,6.1NRT,295.44,16.14,D
USA,27.53176,-80.65996,306.18,1.13,1.06,2025-01-10,1942,Aqua,MODIS,49,6.1NRT,294.42,5.62,D
USA,27.62958,-80.97484,309.95,1.1,1.05,2025-01-10,1942,Aqua,MODIS,67,6.1NRT,294.17,9.0,D
USA,28.88581,-80.99867,326.55,1.13,1.06,2025-01-10,1942,Aqua,MODIS,84,6.1NRT,290.5,28.49,D
USA,28.88726,-80.98735,310.54,1.13,1.06,2025-01-10,1942,Aqua,MODIS,70,6.1NRT,287.85,10.81,D
USA,29.03052,-82.27315,304.11,1.03,1.01,2025-01-10,1942,Aqua,MODIS,58,6.1NRT,291.98,4.76,D
USA,29.11691,-81.20576,328.7,1.12,1.05,2025-01-10,1942,Aqua,MODIS,86,6.1NRT,292.11,31.17,D
USA,29.11834,-81.1946,330.4,1.12,1.05,2025-01-10,1942,Aqua,MODIS,87,6.1NRT,291.3,33.81,D
USA,29.19315,-81.53969,311.68,1.09,1.04,2025-01-10,1942,Aqua,MODIS,0,6.1NRT,290.22,12.41,D
USA,29.19458,-81.52882,306.67,1.09,1.04,2025-01-10,1942,Aqua,MODIS,56,6.1NRT,289.82,8.37,D
USA,29.30223,-82.51543,305.01,1.02,1.01,2025-01-10,1942,Aqua,MODIS,57,6.1NRT,291.58,4.67,D
USA,29.38958,-82.27757,301.81,1.04,1.02,2025-01-10,1942,Aqua,MODIS,49,6.1NRT,290.68,3.31,D
USA,29.44366,-81.66866,312.28,1.08,1.04,2025-01-10,1942,Aqua,MODIS,0,6.1NRT,288.55,12.51,D
USA,29.44508,-81.65782,328.5,1.08,1.04,2025-01-10,1942,Aqua,MODIS,65,6.1NRT,290.54,29.51,D
USA,29.51949,-81.99489,311.5,1.06,1.03,2025-01-10,1942,Aqua,MODIS,71,6.1NRT,289.58,10.48,D
USA,29.52092,-81.98428,319.01,1.06,1.03,2025-01-10,1942,Aqua,MODIS,75,6.1NRT,290.49,17.44,D
USA,29.70586,-81.2852,319.91,1.12,1.06,2025-01-10,1942,Aqua,MODIS,80,6.1NRT,288.41,21.45,D
USA,29.70732,-81.27391,302.89,1.12,1.06,2025-01-10,1942,Aqua,MODIS,54,6.1NRT,287.47,6.37,D
USA,31.68689,-99.09753,309.32,3.25,1.7,2025-01-10,2122,Aqua,MODIS,68,6.1NRT,279.54,65.47,D
USA,31.68711,-99.08949,306.95,3.25,1.7,2025-01-10,2122,Aqua,MODIS,64,6.1NRT,279.44,56.75,D
USA,32.94358,-115.66595,322.12,1.88,1.34,2025-01-10,2122,Aqua,MODIS,80,6.1NRT,295.36,38.3,D
USA,32.9474,-115.64691,385.42,1.87,1.34,2025-01-10,2122,Aqua,MODIS,100,6.1NRT,301.79,433.95,D
USA,32.95893,-115.65029,376.8,1.87,1.34,2025-01-10,2122,Aqua,MODIS,100,6.1NRT,296.16,342.79,D
USA,33.07964,-115.39485,314.39,1.79,1.31,2025-01-10,2122,Aqua,MODIS,72,6.1NRT,295.69,25.22,D
USA,33.09095,-115.3981,328.95,1.79,1.31,2025-01-10,2122,Aqua,MODIS,85,6.1NRT,297.09,58.71,D
USA,33.41336,-110.86355,310.98,1.05,1.02,2025-01-10,2122,Aqua,MODIS,71,6.1NRT,291.67,10.35,D
USA,34.09848,-118.55759,351.05,2.73,1.58,2025-01-10,2125,Aqua,MODIS,96,6.1NRT,298.46,265.34,D
USA,34.10458,-118.53053,374.49,2.71,1.58,2025-01-10,2125,Aqua,MODIS,100,6.1NRT,300.95,554.09,D
USA,34.11069,-118.50331,307.04,2.7,1.57,2025-01-10,2125,Aqua,MODIS,30,6.1NRT,292.81,23.61,D
USA,34.11195,-118.56229,314.81,2.73,1.58,2025-01-10,2125,Aqua,MODIS,49,6.1NRT,293.18,45.55,D
USA,34.11806,-118.53498,339.47,2.71,1.58,2025-01-10,2125,Aqua,MODIS,91,6.1NRT,293.86,171.9,D
USA,34.22372,-118.10089,303.69,2.53,1.53,2025-01-10,2125,Aqua,MODIS,40,6.1NRT,286.98,22.75,D
USA,39.68805,-122.30856,307.94,3.26,1.71,2025-01-10,2125,Aqua,MODIS,66,6.1NRT,284.67,51.81,D
USA,39.68974,-122.30507,306.33,3.26,1.71,2025-01-10,2125,Aqua,MODIS,63,6.1NRT,283.92,46.03,D
USA,34.09873,-118.51461,357.69,1.02,1.01,2025-01-11,501,Terra,MODIS,100,6.1NRT,288.73,83.89,N
USA,34.10029,-118.50399,342.61,1.02,1.01,2025-01-11,501,Terra,MODIS,100,6.1NRT,286.9,50.79,N
USA,34.10753,-118.51647,410.54,1.02,1.01,2025-01-11,501,Terra,MODIS,100,6.1NRT,310.04,331.19,N
USA,34.10909,-118.50585,406.56,1.02,1.01,2025-01-11,501,Terra,MODIS,100,6.1NRT,308.38,303.03,N
USA,34.11238,-118.55628,312.22,1.02,1.01,2025-01-11,501,Terra,MODIS,84,6.1NRT,287.27,13.85,N
USA,34.11395,-118.54569,370.88,1.02,1.01,2025-01-11,501,Terra,MODIS,100,6.1NRT,301.85,124.58,N
USA,34.11553,-118.53504,358.06,1.02,1.01,2025-01-11,501,Terra,MODIS,100,6.1NRT,301.48,85.36,N
USA,34.11712,-118.52431,387.08,1.02,1.01,2025-01-11,501,Terra,MODIS,100,6.1NRT,311.2,191.17,N
USA,34.1187,-118.51362,408.48,1.02,1.01,2025-01-11,501,Terra,MODIS,100,6.1NRT,320.75,317.15,N
USA,34.12027,-118.503,337.99,1.02,1.01,2025-01-11,501,Terra,MODIS,100,6.1NRT,288.18,43.64,N
USA,34.12276,-118.54759,324.78,1.02,1.01,2025-01-11,501,Terra,MODIS,100,6.1NRT,284.58,25.91,N
USA,34.12434,-118.53688,378.06,1.02,1.01,2025-01-11,501,Terra,MODIS,100,6.1NRT,292.14,151.65,N
USA,34.12593,-118.52616,388.06,1.02,1.01,2025-01-11,501,Terra,MODIS,100,6.1NRT,293.2,196.15,N
USA,34.1275,-118.5155,379.25,1.02,1.01,2025-01-11,501,Terra,MODIS,100,6.1NRT,291.63,156.41,N
USA,40.35735,-121.07689,303.98,1.05,1.02,2025-01-11,503,Terra,MODIS,58,6.1NRT,269.31,12.58,N
USA,41.19128,-123.85017,304.28,1.28,1.12,2025-01-11,503,Terra,MODIS,59,6.1NRT,277.79,15.14,N
USA,34.10205,-118.50181,377.17,1.41,1.18,2025-01-11,1102,Aqua,MODIS,100,6.1NRT,289.75,239.8,N
USA,34.10479,-118.51668,382.12,1.41,1.17,2025-01-11,1102,Aqua,MODIS,100,6.1NRT,287.1,271.89,N
USA,34.1092,-118.49439,321.44,1.41,1.18,2025-01-11,1102,Aqua,MODIS,100,6.1NRT,284.89,34.65,N
USA,34.11203,-118.50932,402.29,1.41,1.17,2025-01-11,1102,Aqua,MODIS,100,6.1NRT,297.95,442.78,N
USA,34.11225,-118.49926,327.27,1.41,1.18,2025-01-11,1102,Aqua,MODIS,100,6.1NRT,289.27,45.51,N
USA,34.11481,-118.52392,346.22,1.4,1.17,2025-01-11,1102,Aqua,MODIS,100,6.1NRT,286.59,89.81,N
USA,34.11501,-118.51429,360.17,1.41,1.17,2025-01-11,1102,Aqua,MODIS,100,6.1NRT,292.85,145.47,N
USA,34.11754,-118.53828,377.73,1.4,1.17,2025-01-11,1102,Aqua,MODIS,100,6.1NRT,293.03,239.11,N
USA,34.11767,-118.52873,344.14,1.4,1.17,2025-01-11,1102,Aqua,MODIS,100,6.1NRT,292.39,84.78,N
USA,34.12034,-118.54329,364.81,1.4,1.17,2025-01-11,1102,Aqua,MODIS,100,6.1NRT,292.06,167.11,N
USA,34.12036,-118.55314,317.51,1.4,1.17,2025-01-11,1102,Aqua,MODIS,92,6.1NRT,282.57,29.21,N
USA,34.12221,-118.50668,327.9,1.41,1.17,2025-01-11,1102,Aqua,MODIS,100,6.1NRT,288.47,47.11,N
USA,34.12503,-118.52159,423.99,1.4,1.17,2025-01-11,1102,Aqua,MODIS,100,6.1NRT,301.29,709.37,N
USA,34.12776,-118.53601,451.85,1.4,1.17,2025-01-11,1102,Aqua,MODIS,100,6.1NRT,309.59,1211.81,N
USA,34.13044,-118.55019,302.49,1.4,1.17,2025-01-11,1102,Aqua,MODIS,49,6.1NRT,281.59,13.5,N
USA,34.13232,-118.50371,302.01,1.41,1.17,2025-01-11,1102,Aqua,MODIS,46,6.1NRT,282.05,12.62,N
USA,34.13506,-118.51824,358.0,1.4,1.17,2025-01-11,1102,Aqua,MODIS,100,6.1NRT,285.36,137.56,N
USA,34.13778,-118.53264,354.18,1.4,1.17,2025-01-11,1102,Aqua,MODIS,100,6.1NRT,283.86,121.85,N
USA,19.41471,-155.26962,307.52,1.39,1.17,2025-01-11,1244,Aqua,MODIS,72,6.1NRT,290.56,18.51,N
USA,31.34191,-109.26397,324.78,1.05,1.02,2025-01-11,1704,Terra,MODIS,83,6.1NRT,283.23,25.88,D
USA,31.34333,-109.27464,301.75,1.05,1.02,2025-01-11,1704,Terra,MODIS,49,6.1NRT,284.18,6.09,D
USA,31.35023,-109.25594,311.61,1.05,1.02,2025-01-11,1704,Terra,MODIS,63,6.1NRT,282.05,11.33,D
USA,31.35163,-109.26665,357.03,1.05,1.02,2025-01-11,1704,Terra,MODIS,98,6.1NRT,285.73,84.25,D
USA,34.07986,-118.54805,311.42,4.11,1.88,2025-01-11,1704,Terra,MODIS,37,6.1NRT,287.53,65.49,D
USA,34.08558,-118.54241,342.61,4.11,1.88,2025-01-11,1704,Terra,MODIS,93,6.1NRT,289.55,361.89,D
USA,34.0943,-118.5047,410.03,4.08,1.87,2025-01-11,1704,Terra,MODIS,100,6.1NRT,299.7,2423.56,D
USA,34.09645,-118.54581,327.68,4.11,1.88,2025-01-11,1704,Terra,MODIS,84,6.1NRT,290.47,184.11,D
USA,34.10019,-118.49778,410.13,4.08,1.87,2025-01-11,1704,Terra,MODIS,100,6.1NRT,299.74,2440.25,D
USA,34.10215,-118.53922,367.8,4.11,1.88,2025-01-11,1704,Terra,MODIS,100,6.1NRT,292.59,837.45,D
USA,34.11087,-118.50274,374.92,4.08,1.87,2025-01-11,1704,Terra,MODIS,100,6.1NRT,296.78,1018.28,D
USA,34.11676,-118.49578,359.5,4.08,1.87,2025-01-11,1704,Terra,MODIS,99,6.1NRT,293.29,649.69,D
USA,34.11884,-118.53877,361.78,4.11,1.88,2025-01-11,1704,Terra,MODIS,100,6.1NRT,293.84,702.97,D
USA,34.12744,-118.50087,362.77,4.08,1.87,2025-01-11,1704,Terra,MODIS,100,6.1NRT,293.86,711.13,D
USA,34.12981,-118.54414,354.92,4.11,1.88,2025-01-11,1704,Terra,MODIS,98,6.1NRT,293.0,558.69,D
USA,34.13343,-118.49568,332.74,4.08,1.87,2025-01-11,1704,Terra,MODIS,77,6.1NRT,289.39,250.82,D
USA,34.13553,-118.53838,341.77,4.11,1.88,2025-01-11,1704,Terra,MODIS,80,6.1NRT,290.94,360.89,D
USA,26.4751,-97.74683,309.46,1.6,1.25,2025-01-11,2023,Aqua,MODIS,69,6.1NRT,290.42,14.61,D
USA,26.47789,-97.73135,304.44,1.6,1.25,2025-01-11,2023,Aqua,MODIS,59,6.1NRT,290.92,8.08,D
USA,26.47992,-97.73857,311.46,1.6,1.25,2025-01-11,2023,Aqua,MODIS,71,6.1NRT,291.12,16.42,D
USA,28.05574,-97.44893,302.04,1.43,1.18,2025-01-11,2023,Aqua,MODIS,50,6.1NRT,290.02,7.56,D
USA,28.05827,-97.43494,303.92,1.43,1.18,2025-01-11,2023,Aqua,MODIS,57,6.1NRT,289.24,9.51,D
USA,28.36489,-98.54179,301.59,1.66,1.27,2025-01-11,2023,Aqua,MODIS,48,6.1NRT,290.83,7.91,D
USA,29.69416,-96.65279,302.48,1.21,1.1,2025-01-11,2023,Aqua,MODIS,52,6.1NRT,287.88,7.36,D
USA,29.85466,-96.48307,300.72,1.19,1.08,2025-01-11,2023,Aqua,MODIS,41,6.1NRT,286.65,6.8,D
USA,29.85784,-95.26649,301.0,1.06,1.03,2025-01-11,2023,Aqua,MODIS,41,6.1NRT,287.47,5.0,D
USA,29.95145,-93.87881,314.99,1.0,1.0,2025-01-11,2023,Aqua,MODIS,0,6.1NRT,286.62,13.56,D
USA,29.96021,-93.88055,307.14,1.0,1.0,2025-01-11,2023,Aqua,MODIS,21,6.1NRT,285.92,7.58,D
USA,30.77343,-97.57253,300.35,1.3,1.13,2025-01-11,2023,Aqua,MODIS,35,6.1NRT,287.68,6.31,D
USA,31.08953,-98.41315,302.56,1.44,1.19,2025-01-11,2023,Aqua,MODIS,53,6.1NRT,287.38,10.3,D
USA,31.21822,-98.15424,310.55,1.38,1.16,2025-01-11,2023,Aqua,MODIS,70,6.1NRT,286.1,17.99,D
USA,31.22074,-98.14024,301.08,1.38,1.16,2025-01-11,2023,Aqua,MODIS,44,6.1NRT,285.76,8.27,D
USA,31.2916,-98.32577,300.44,1.41,1.17,2025-01-11,2023,Aqua,MODIS,37,6.1NRT,286.24,8.43,D
USA,31.36362,-97.69011,308.14,1.29,1.13,2025-01-11,2023,Aqua,MODIS,58,6.1NRT,288.17,12.07,D
USA,31.36594,-97.67707,316.29,1.29,1.13,2025-01-11,2023,Aqua,MODIS,77,6.1NRT,287.96,20.95,D
USA,31.37112,-97.70557,313.09,1.29,1.13,2025-01-11,2023,Aqua,MODIS,62,6.1NRT,287.24,16.53,D
USA,31.37342,-97.69252,338.95,1.29,1.13,2025-01-11,2023,Aqua,MODIS,91,6.1NRT,288.64,60.2,D
USA,31.55879,-97.46775,303.08,1.25,1.11,2025-01-11,2025,Aqua,MODIS,55,6.1NRT,286.3,8.31,D
USA,32.2339,-97.84901,304.42,1.28,1.12,2025-01-11,2025,Aqua,MODIS,59,6.1NRT,287.14,9.94,D
USA,32.72601,-94.25116,305.21,1.0,1.0,2025-01-11,2025,Aqua,MODIS,61,6.1NRT,283.67,8.9,D
USA,33.12944,-98.34917,304.3,1.31,1.13,2025-01-11,2025,Aqua,MODIS,59,6.1NRT,284.55,11.54,D
USA,33.13185,-98.33572,305.22,1.31,1.13,2025-01-11,2025,Aqua,MODIS,61,6.1NRT,283.71,12.45,D
USA,33.2149,-94.70077,303.52,1.0,1.0,2025-01-11,2025,Aqua,MODIS,56,6.1NRT,284.13,7.12,D
USA,33.22365,-94.70263,304.75,1.0,1.0,2025-01-11,2025,Aqua,MODIS,60,6.1NRT,283.64,8.04,D
USA,34.13267,-97.71342,306.14,1.17,1.08,2025-01-11,2025,Aqua,MODIS,48,6.1NRT,276.24,13.93,D
USA,34.35613,-98.08752,301.46,1.21,1.09,2025-01-11,2025,Aqua,MODIS,47,6.1NRT,282.88,8.88,D
USA,34.49306,-97.23426,330.75,1.11,1.05,2025-01-11,2025,Aqua,MODIS,87,6.1NRT,278.87,39.81,D
USA,34.49501,-97.22264,347.81,1.11,1.05,2025-01-11,2025,Aqua,MODIS,95,6.1NRT,278.24,72.31,D
USA,34.61781,-99.71892,303.1,1.46,1.19,2025-01-11,2025,Aqua,MODIS,55,6.1NRT,286.3,10.3,D
USA,34.66963,-99.55878,307.67,1.43,1.18,2025-01-11,2025,Aqua,MODIS,66,6.1NRT,287.51,14.37,D
USA,35.90022,-97.04531,312.82,1.06,1.03,2025-01-11,2025,Aqua,MODIS,73,6.1NRT,279.12,16.42,D
USA,36.53885,-98.6768,304.03,1.2,1.09,2025-01-11,2025,Aqua,MODIS,58,6.1NRT,276.51,12.98,D
USA,37.63909,-95.68823,300.11,1.0,1.0,2025-01-11,2025,Aqua,MODIS,28,6.1NRT,276.19,7.39,D
USA,37.64069,-95.67724,302.12,1.0,1.0,2025-01-11,2025,Aqua,MODIS,48,6.1NRT,274.87,8.42,D
USA,31.33784,-109.26526,305.78,3.08,1.67,2025-01-11,2201,Aqua,MODIS,57,6.1NRT,291.9,23.32,D
USA,34.06297,-117.28054,313.43,1.09,1.04,2025-01-11,2201,Aqua,MODIS,72,6.1NRT,295.76,10.0,D
USA,34.06443,-117.26909,311.15,1.09,1.04,2025-01-11,2201,Aqua,MODIS,69,6.1NRT,295.29,8.06,D
USA,34.08435,-118.50739,342.14,1.02,1.01,2025-01-11,2201,Aqua,MODIS,54,6.1NRT,299.11,39.68,D
USA,34.09315,-118.50929,376.21,1.02,1.01,2025-01-11,2201,Aqua,MODIS,100,6.1NRT,306.56,135.47,D
USA,34.10196,-118.51118,340.34,1.02,1.01,2025-01-11,2201,Aqua,MODIS,62,6.1NRT,303.98,35.85,D
USA,34.10334,-118.56647,325.68,1.01,1.01,2025-01-11,2201,Aqua,MODIS,81,6.1NRT,294.75,19.09,D
USA,34.10345,-118.5004,357.3,1.02,1.01,2025-01-11,2201,Aqua,MODIS,91,6.1NRT,297.49,72.87,D
USA,34.10482,-118.55587,410.55,1.01,1.01,2025-01-11,2201,Aqua,MODIS,100,6.1NRT,304.6,322.63,D
USA,34.11077,-118.51301,375.66,1.02,1.01,2025-01-11,2201,Aqua,MODIS,100,6.1NRT,311.43,130.11,D
USA,34.11216,-118.56826,326.66,1.01,1.01,2025-01-11,2201,Aqua,MODIS,84,6.1NRT,298.28,20.73,D
USA,34.11226,-118.50226,392.9,1.02,1.01,2025-01-11,2201,Aqua,MODIS,100,6.1NRT,304.45,210.46,D
USA,34.11364,-118.55761,467.05,1.01,1.01,2025-01-11,2201,Aqua,MODIS,100,6.1NRT,400.07,971.06,D
USA,34.11514,-118.54686,393.04,1.01,1.01,2025-01-11,2201,Aqua,MODIS,100,6.1NRT,321.71,210.44,D
USA,34.11959,-118.51483,343.46,1.02,1.01,2025-01-11,2201,Aqua,MODIS,93,6.1NRT,307.16,44.74,D
USA,34.12108,-118.50409,321.29,1.02,1.01,2025-01-11,2201,Aqua,MODIS,48,6.1NRT,296.91,14.6,D
USA,34.12246,-118.55933,370.11,1.01,1.01,2025-01-11,2201,Aqua,MODIS,100,6.1NRT,304.29,113.84,D
USA,34.12395,-118.54866,357.66,1.01,1.01,2025-01-11,2201,Aqua,MODIS,99,6.1NRT,304.44,75.45,D
USA,36.42592,-120.95995,310.51,1.02,1.01,2025-01-11,2201,Aqua,MODIS,70,6.1NRT,290.23,10.35,D
USA,36.42762,-120.9489,303.87,1.01,1.01,2025-01-11,2201,Aqua,MODIS,57,6.1NRT,289.37,5.77,D
USA,40.05262,-123.26704,313.6,1.07,1.03,2025-01-11,2203,Aqua,MODIS,74,6.1NRT,282.79,15.7,D
USA,46.07975,-118.79717,339.19,1.28,1.12,2025-01-11,2205,Aqua,MODIS,91,6.1NRT,283.22,64.56,D
USA,46.08149,-118.78129,309.18,1.28,1.12,2025-01-11,2205,Aqua,MODIS,68,6.1NRT,281.6,16.84,D
USA,31.55175,-82.62582,301.23,1.54,1.22,2025-01-12,223,Terra,MODIS,39,6.1NRT,271.75,18.13,N
USA,33.0103,-79.88319,300.98,1.07,1.03,2025-01-12,223,Terra,MODIS,36,6.1NRT,275.39,9.58,N
